Batman vs Superman	batman vs superman 
i definitely would check this movie out . I think i recalled that i liked the book - but wow that was like 20 years ago lol	मैं definitely यह movie check करूंगा . मुझे याद है कि मैंने यह book like की - but wow यह 20 साल पहले था lol 
hahaha not nearly 20 for me but close ! ! !	hahaha मेरे लिये 20 नहीं पर काफी close 
it doesn't have a very good rating with rotten tomatoes	लेकिन इसके rotten tomatoes पे काफी अछी rating नहीं है 
sort of low rating scores tho	कुछ लो rating scores है 
theyre kinda tough though !	यह शायद थोड़ा tough है 
very	बोहत 
yeah i was just checking that out - maybe it's not that good	हाँ मैं इसे just check out कर रहा था - शायद यह इतनी अछी नहीं है 
yes that is true they are very hard on their ratings	हाँ यह true है वह ratings पे काफी hard हैं 
maybe not . I'd still check it out though .	शायद नहीं . फिर भी मैं इसे check करूंगा . 
The story seems interesting .	story interesting लगती है 
i dont know any of the other casts , i dont think	मुझे IS CASTS के बारे में कुछ पता नहीं हैं , 
